Title,Podcaster,Author,Ship,Link,Link
Kriegspiel,JocundaSykes,Mad_Maudlin,Lucius Malfoy & Ron Weasley,"<a href=""https://archiveofourown.org/works/31138808""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/31138808""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Labyrinth of Love,Podfics by Juuls (Juulna),noxsoulmate,Harry Potter/Blaise Zabini,"<a href=""https://archiveofourown.org/works/47207320""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/47207320""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Landslide,mothlights,Libby Drew,Draco Malfoy/Harry Potter,"<a href=""https://archiveofourown.org/works/1324750""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/1324750""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Lattes and Larceny,ETL_Echo_Audiobooks,eveningstruggle,Hermione Granger/Draco Malfoy,"<a href=""https://archiveofourown.org/works/43758586""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/43758586""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Laundry Day,sunflower_swan_pods,peachpety,Draco Malfoy/Harry Potter,"<a href=""https://archiveofourown.org/works/41875524""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/41875524""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Law of Reciprocity,ETL_Echo_Audiobooks,"Xeline, LucidLucy",Hermione Granger/Draco Malfoy,"<a href=""https://archiveofourown.org/works/41115882""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/41115882""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Let Nothing You Dismay,starduchess,eevilalice,Hermione Granger/Draco Malfoy,"<a href=""https://archiveofourown.org/works/1096250""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/1096250""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Let Sleeping Dogs Lie,BurningAurora,Krethes,Sirius Black/Remus Lupin,"<a href=""https://open.spotify.com/episode/40LPTsDpxl0ra3CaarCPJX?si=884bf3a6f8ee4ed4""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>","<a href=""https://open.spotify.com/episode/40LPTsDpxl0ra3CaarCPJX?si=884bf3a6f8ee4ed4""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>"
Lettered,JocundaSykes,pir8fancier,Draco Malfoy/Harry Potter,"<a href=""https://archiveofourown.org/works/31625996""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/31625996""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Letters Through Time,JocundaSykes,JulietsEmoPhase,Draco Malfoy/Harry Potter,"<a href=""https://archiveofourown.org/works/38849859""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/38849859""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Letters Through Time,micha_making_podfics,JulietsEmoPhase,Draco Malfoy/Harry Potter,"<a href=""https://open.spotify.com/episode/0nR6xdgtFUgynAH743b6DG?si=02df8ad8cf5941f5""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>","<a href=""https://open.spotify.com/episode/0nR6xdgtFUgynAH743b6DG?si=02df8ad8cf5941f5""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>"
Letters Without Answers,fire_juggler,Musyc,Hermione Granger/Draco Malfoy,"<a href=""https://archiveofourown.org/works/6304477""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/6304477""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Licking a Path to You,ETL_Echo_Audiobooks,drarryruinedme7,Draco Malfoy/Harry Potter,"<a href=""https://archiveofourown.org/works/45744289""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/45744289""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Lie With Me,Flowerparrish,mightbewriting,Hermione Granger/Draco Malfoy,"<a href=""https://archiveofourown.org/works/43533813""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/43533813""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Life begins at night,Podfics by Juuls (Juulna),noxsoulmate,Hermione Granger/Bill Weasley,"<a href=""https://archiveofourown.org/works/47205787""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/47205787""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
"Like Paper, Like a Flame",RattleandHum (ThirdEye1234),louisfake,Draco Malfoy/Harry Potter,"<a href=""https://archiveofourown.org/works/38997705""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/38997705""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Like You Already Knew,Amanita_Fierce,cmere,Sirius Black/Remus Lupin,"<a href=""https://archiveofourown.org/works/53711860""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/53711860""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Lilac Haze,ETL_Echo_Audiobooks,niffizzle,Hermione Granger/Draco Malfoy,"<a href=""https://archiveofourown.org/works/43758426""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/43758426""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Long live the beautiful hearts (who find love and tear it apart),RattleandHum (ThirdEye1234),Etalice,Harry Potter/Ginny Weasley,"<a href=""https://archiveofourown.org/works/32715292""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/32715292""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Lost Among And Falling,micha_making_podfics,bafflinghaze,Draco Malfoy/Harry Potter,"<a href=""https://open.spotify.com/episode/6aBhHFS5Q0n40SxPCh7njA?si=0280325651ba4eab""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>","<a href=""https://open.spotify.com/episode/6aBhHFS5Q0n40SxPCh7njA?si=0280325651ba4eab""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>"
Lost in the Middle,Cee5,StarDuchess,Hermione Granger/Draco Malfoy,"<a href=""https://archiveofourown.org/works/1982520""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/1982520""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Love's Curse,JocundaSykes,dracofiend,Harry Potter/Severus Snape,"<a href=""https://archiveofourown.org/works/52612321""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/52612321""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Lovelight,ETL_Echo_Audiobooks,sweetestsorrows,Hermione Granger/Draco Malfoy,"<a href=""https://archiveofourown.org/works/43757862""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/43757862""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Lovesick,wilfriede0815,corvuscrowned,Draco Malfoy/Harry Potter,"<a href=""https://archiveofourown.org/works/51771463""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/51771463""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Loving Her Was Green,ETL_Echo_Audiobooks,niffizzle,Hermione Granger/Draco Malfoy,"<a href=""https://archiveofourown.org/works/41115957""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/41115957""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Lumos,ETL_Echo_Audiobooks,birdsofshore,Draco Malfoy/Harry Potter,"<a href=""https://archiveofourown.org/works/41439807""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/41439807""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Lush Life,JocundaSykes,pir8fancier,Draco Malfoy/Harry Potter,"<a href=""https://archiveofourown.org/works/39096150""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/39096150""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
M.A.R.Y.S.U.E. Must Die?,picascribit,picascribit,no pairing,"<a href=""https://archiveofourown.org/works/926482/chapters/1801121""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/926482/chapters/1801121""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Marginal Notes,micha_making_podfics,blamebrampton,Draco Malfoy/Harry Potter,"<a href=""https://open.spotify.com/episode/0ohFSSL8ckhlhKk40UPLYZ?si=00a68ddde1c04b53""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>","<a href=""https://open.spotify.com/episode/0ohFSSL8ckhlhKk40UPLYZ?si=00a68ddde1c04b53""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>"
Marks,JocundaSykes,florahart,Harry Potter/Severus Snape,"<a href=""https://archiveofourown.org/works/31902019""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/31902019""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
marry me (today and every day),peaceinpanem,grimjobs,Barty Crouch Jr./Evan Rosier,"<a href=""https://archiveofourown.org/works/49118968""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/49118968""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Matched Set,lazulus,astolat,Draco Malfoy/Harry Potter,"<a href=""https://archiveofourown.org/works/7448299""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/7448299""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Matchmaking en Masquerade,EllaMcSmellBella,Mamapotterhead2492,Hermione Granger/Draco Malfoy,"<a href=""https://archiveofourown.org/works/42032040""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/42032040""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Meeting by Starligh,reveriepi,Lomonaaeren,Draco Malfoy/Harry Potter,"<a href=""https://archiveofourown.org/works/43968753""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/43968753""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Memory Mews,EllaMcSmellBella,Musyc,Hermione Granger/Draco Malfoy,"<a href=""https://archiveofourown.org/works/43630329""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/43630329""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Ménage à Trois,picascribit,picascribit,Sirius Black/Remus Lupin/Original Male Character(s),"<a href=""https://archiveofourown.org/works/937514""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/937514""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Miles to go Before I Sleep,JocundaSykes,pluperfectsunrise,Harry Potter/Severus Snape,"<a href=""https://archive.org/details/milestogobeforeisleep""><img src=""./imgs/archive.png"" alt=""archive"" class=""link_icon""></a>","<a href=""https://archive.org/details/milestogobeforeisleep""><img src=""./imgs/archive.png"" alt=""archive"" class=""link_icon""></a>"
Mistletoe Rescue,ETL_Echo_Audiobooks,In_Dreams,Draco Malfoy/Harry Potter,"<a href=""https://archiveofourown.org/works/52303510""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/52303510""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Moldova's Magical Tea,ETL_Echo_Audiobooks,aibidil,Draco Malfoy/Harry Potter,"<a href=""https://archiveofourown.org/works/45669469""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/45669469""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Months In The Greenhouse,DontStopHerPodfics,DontStopHerNow,Neville Longbottom/Pansy Parkinson,"<a href=""https://archiveofourown.org/works/47077375""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/47077375""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Mr Popular,GreenIbis,GreenIbis,Sirius Black/Remus Lupin,"<a href=""https://archiveofourown.org/works/53559580""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/53559580""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Murder Bunnies,EllaMcSmellBella,"Avendell, senlinyu",Hermione Granger/Draco Malfoy,"<a href=""https://archiveofourown.org/works/50388181""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/50388181""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Must Be The Whiskey,The Dramione Archives,In_Dreams,Hermione Granger/Draco Malfoy,"<a href=""https://open.spotify.com/episode/7mIsrePXVrGCur6UCFkCup?si=d09598a571fb4ee8""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>","<a href=""https://open.spotify.com/episode/7mIsrePXVrGCur6UCFkCup?si=d09598a571fb4ee8""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>"
My heart was far too glad,ETL_Echo_Audiobooks,MaesterChill,Draco Malfoy/Harry Potter,"<a href=""https://archiveofourown.org/works/46300159""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/46300159""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Newt,lazulus,astolat,Draco Malfoy/Harry Potter,"<a href=""https://archiveofourown.org/works/7387306""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/7387306""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
"night by night, I let you eat me alive",BurningAurora,emeryhall,Sirius Black/Remus Lupin,"<a href=""https://open.spotify.com/episode/3RltP9N65wPhPWsU1uE4sX?si=e32449e547dd4073""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>","<a href=""https://open.spotify.com/episode/3RltP9N65wPhPWsU1uE4sX?si=e32449e547dd4073""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>"
No Matter What,Draco Malfoy Podfics,fallingforfictionalcharacterss,Hermione Granger/Draco Malfoy,"<a href=""https://open.spotify.com/episode/2WsZpP0jKLSqeQL4OXPtwA?si=Gh829QrOSSCd5axJ15bIxA""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>","<a href=""https://open.spotify.com/episode/2WsZpP0jKLSqeQL4OXPtwA?si=Gh829QrOSSCd5axJ15bIxA""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>"
